#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
1642	fig|6666666.1036479.peg.1927	1041826.FCOL_08660	99.2	511.1	AEW86545.1	COG4992 Ornithine/acetylornithine aminotransferase; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family.
1643	fig|6666666.1036479.peg.1928	1041826.FCOL_08655	98.7	621.3	AEW86544.1	COG0078 Ornithine carbamoyltransferase; Belongs to the aspartate/ornithine carbamoyltransferase superfamily.
1644	fig|6666666.1036479.peg.1929	1041826.FCOL_08650	99.6	508.4	AEW86543.1	COG0548 Acetylglutamate kinase.
1645	fig|6666666.1036479.peg.1930	1041826.FCOL_08645	100.0	734.2	AEW86542.1	Peptidase M20; COG0624 Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases.
1646	fig|6666666.1036479.peg.1931	1041826.FCOL_08640	99.3	849.7	AEW86541.1	COG0165 Argininosuccinate lyase.
1647	fig|6666666.1036479.peg.1935	1041826.FCOL_08620	93.5	953.0	AEW86537.1	Hypothetical protein.
1648	fig|6666666.1036479.peg.1936	1041826.FCOL_08615	89.2	2621.7	cas9-2	CRISPR-associated protein, Csn1 family; CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans- encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this  [...] 
1649	fig|6666666.1036479.peg.1938	1041826.FCOL_00540	93.9	461.1	AEW84963.1	Hypothetical protein.
1650	fig|6666666.1036479.peg.1939	1041826.FCOL_00545	99.2	478.8	AEW84964.1	Hypothetical protein.
1651	fig|6666666.1036479.peg.1940	1041826.FCOL_00550	97.4	602.8	AEW84965.1	Hypothetical protein; COG3772 Phage-related lysozyme (muraminidase).
1653	fig|6666666.1036479.peg.1943	1041826.FCOL_08585	30.5	159.1	AEW86532.1	COG3103 SH3 domain protein.
1654	fig|6666666.1036479.peg.1944	1041826.FCOL_04360	95.5	130.2	AEW85706.1	Peptidase M23; COG4678 Muramidase (phage lambda lysozyme).
1656	fig|6666666.1036479.peg.1948	1041826.FCOL_00570	49.2	67.4	AEW84969.1	Hypothetical protein.
1658	fig|6666666.1036479.peg.1952	1041826.FCOL_12485	85.1	476.5	AEW87296.1	Hypothetical protein.
1660	fig|6666666.1036479.peg.1956	1041826.FCOL_00550	96.2	602.8	AEW84965.1	Hypothetical protein; COG3772 Phage-related lysozyme (muraminidase).
1662	fig|6666666.1036479.peg.1960	1041826.FCOL_00550	98.1	607.1	AEW84965.1	Hypothetical protein; COG3772 Phage-related lysozyme (muraminidase).
1663	fig|6666666.1036479.peg.1963	1041826.FCOL_08590	99.5	404.8	AEW86533.1	Hypothetical protein.
1664	fig|6666666.1036479.peg.1965	1041826.FCOL_00565	94.0	632.5	AEW84968.1	Hypothetical protein.
1665	fig|6666666.1036479.peg.1967	1041826.FCOL_00550	99.6	1020.8	AEW84965.1	Hypothetical protein; COG3772 Phage-related lysozyme (muraminidase).
1666	fig|6666666.1036479.peg.1969	1041826.FCOL_12485	85.8	463.0	AEW87296.1	Hypothetical protein.
1667	fig|6666666.1036479.peg.1971	1041826.FCOL_08575	97.5	721.8	AEW86530.1	Hypothetical protein; COG0758 Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake.
1668	fig|6666666.1036479.peg.1972	1041826.FCOL_08570	91.5	564.3	AEW86529.1	Hypothetical protein.
1670	fig|6666666.1036479.peg.1975	1041826.FCOL_08560	97.2	1274.6	AEW86527.1	Hypothetical protein; COG1506 Dipeptidyl aminopeptidases/acylaminoacyl-peptidases.
1671	fig|6666666.1036479.peg.1976	1041826.FCOL_08550	99.0	572.4	AEW86525.1	Putative drug/metabolite-transporting permease; COG0697 Permeases of the drug/metabolite transporter (DMT) superfamily.
1672	fig|6666666.1036479.peg.1977	1041826.FCOL_08545	98.6	544.3	AEW86524.1	NAD-dependent epimerase/dehydratase; COG0451 Nucleoside-diphosphate-sugar epimerases.
1673	fig|6666666.1036479.peg.1979	1041826.FCOL_08535	95.4	589.0	AEW86522.1	Hypothetical protein.
1674	fig|6666666.1036479.peg.1981	1041826.FCOL_08525	97.9	1067.4	AEW86520.1	Response regulator receiver protein; COG0457 FOG: TPR repeat.
1675	fig|6666666.1036479.peg.1984	1041826.FCOL_08515	97.7	539.7	AEW86518.1	ABC transporter permease.
1676	fig|6666666.1036479.peg.1985	1041826.FCOL_08510	96.7	407.9	AEW86517.1	ABC transporter ATPase; COG1131 ABC-type multidrug transport system, ATPase component.
1677	fig|6666666.1036479.peg.1987	1041826.FCOL_08495	99.1	921.4	AEW86514.1	Rhodanese domain-containing protein; COG1054 Predicted sulfurtransferase; Belongs to the UPF0176 family.
1678	fig|6666666.1036479.peg.1988	1041826.FCOL_08490	97.6	802.0	AEW86513.1	Peptidase U32; COG0826 Collagenase and related proteases.
1679	fig|6666666.1036479.peg.1990	1041826.FCOL_08480	95.3	716.5	AEW86511.1	Hypothetical protein; COG1774 Uncharacterized homolog of PSP1.
1680	fig|6666666.1036479.peg.1992	1041826.FCOL_08470	99.0	1545.0	AEW86509.1	Penicillin-binding protein 1A; COG5009 Membrane carboxypeptidase/penicillin-binding protein.
1681	fig|6666666.1036479.peg.1993	1041826.FCOL_08465	99.6	461.1	AEW86508.1	COG1788 Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit.
1682	fig|6666666.1036479.peg.1995	1041826.FCOL_08455	99.5	425.2	AEW86506.1	3-oxoacid CoA-transferase subunit B family protein AtoA; COG2057 Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit.
1683	fig|6666666.1036479.peg.1996	1041826.FCOL_08450	95.8	1666.7	AEW86505.1	Peptidase M4, thermolysin; COG3227 Zinc metalloprotease (elastase).
1684	fig|6666666.1036479.peg.1997	1041826.FCOL_08445	99.7	792.3	AEW86504.1	COG1092 Predicted SAM-dependent methyltransferases.
1685	fig|6666666.1036479.peg.1998	1041826.FCOL_08440	98.0	793.5	AEW86503.1	Putative glycosyl transferase; COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain.
1686	fig|6666666.1036479.peg.1999	1041826.FCOL_08435	98.4	2021.5	AEW86502.1	Transmembrane protein precursor; COG5617 Predicted integral membrane protein.
1687	fig|6666666.1036479.peg.2000	1041826.FCOL_08430	100.0	822.4	AEW86501.1	Hypothetical protein.
1688	fig|6666666.1036479.peg.2001	1041826.FCOL_08425	100.0	1041.6	AEW86500.1	Glycosyl hydrolase; COG3934 Endo-beta-mannanase.
1689	fig|6666666.1036479.peg.2002	1041826.FCOL_08420	99.2	766.5	AEW86499.1	Glycosyl transferase, group 1 family protein; COG0438 Glycosyltransferase.
1690	fig|6666666.1036479.peg.2003	1041826.FCOL_08415	88.6	666.4	AEW86498.1	Capsular polysaccharide biosynthesis protein; COG2244 Membrane protein involved in the export of O-antigen and teichoic acid.
1691	fig|6666666.1036479.peg.2005	1041826.FCOL_08405	81.3	889.8	AEW86496.1	COG0457 FOG: TPR repeat.
1692	fig|6666666.1036479.peg.2006	1041826.FCOL_08400	88.0	1523.1	AEW86495.1	Hypothetical protein.
1693	fig|6666666.1036479.peg.2007	1041826.FCOL_08395	90.4	422.2	AEW86494.1	Two-component system response regulatory protein; COG3279 Response regulator of the LytR/AlgR family.
1694	fig|6666666.1036479.peg.2009	1041826.FCOL_08385	94.1	562.4	AEW86492.1	Two-component system sensor histidine kinase; COG0642 Signal transduction histidine kinase.
1695	fig|6666666.1036479.peg.2010	1041826.FCOL_08380	89.1	676.0	AEW86491.1	Hypothetical protein.
1696	fig|6666666.1036479.peg.2011	1041826.FCOL_08375	91.6	1103.2	AEW86490.1	Sensory transduction histidine kinase; COG2202 FOG: PAS/PAC domain.
1697	fig|6666666.1036479.peg.2014	1041826.FCOL_08360	91.2	427.9	AEW86487.1	Hydrolase, haloacid dehalogenase family protein; COG1011 Predicted hydrolase (HAD superfamily).
1698	fig|6666666.1036479.peg.2017	1041826.FCOL_08345	97.0	1369.8	metG	methionyl-tRNA synthetase; Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation.
1699	fig|6666666.1036479.peg.2018	1041826.FCOL_08335	93.6	586.3	AEW86482.1	Carboxypeptidase; COG1619 Uncharacterized proteins, homologs of microcin C7 resistance protein MccF.
1700	fig|6666666.1036479.peg.2020	1041826.FCOL_08325	97.7	408.3	AEW86480.1	Hypothetical protein; COG0527 Aspartokinases.
1701	fig|6666666.1036479.peg.2021	1041826.FCOL_08320	94.8	2087.4	mfd	Transcription-repair coupling factor; Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site; In the C-terminal section; belongs to the helicase family. RecG subfamily.
1702	fig|6666666.1036479.peg.2022	1041826.FCOL_08315	84.2	348.6	AEW86478.1	Hypothetical protein.
1703	fig|6666666.1036479.peg.2023	1041826.FCOL_08310	96.5	628.2	AEW86477.1	L-threonine 3-dehydrogenase; COG0451 Nucleoside-diphosphate-sugar epimerases.
1704	fig|6666666.1036479.peg.2026	1041826.FCOL_08295	93.1	831.2	AEW86474.1	M50 family membrane-associated zinc metalloprotease precursor; COG0750 Predicted membrane-associated Zn-dependent proteases 1.
1705	fig|6666666.1036479.peg.2027	1041826.FCOL_08290	87.9	1131.7	AEW86473.1	M1 family metalloprotease precursor; COG0308 Aminopeptidase N.
1706	fig|6666666.1036479.peg.2028	1041826.FCOL_08285	97.0	1046.2	AEW86472.1	Fumarate hydratase; Catalyzes the reversible hydration of fumarate to (S)-malate. Belongs to the class-I fumarase family.
1707	fig|6666666.1036479.peg.2029	1041826.FCOL_08280	93.2	112.1	AEW86471.1	Hypothetical protein; COG4886 Leucine-rich repeat (LRR) protein.
1708	fig|6666666.1036479.peg.2030	1041826.FCOL_08275	93.8	428.3	AEW86470.1	COG1999 Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems.
1709	fig|6666666.1036479.peg.2031	1041826.FCOL_08270	97.8	1345.5	AEW86469.2	M13 family metallopeptidase PepO precursor; COG3590 Predicted metalloendopeptidase.
1710	fig|6666666.1036479.peg.2032	1041826.FCOL_08265	99.2	1040.8	AEW86468.1	Hypothetical protein.
1711	fig|6666666.1036479.peg.2033	1041826.FCOL_08260	96.6	1461.8	AEW86467.1	Chondroitin AC lyase.
1712	fig|6666666.1036479.peg.2035	1041826.FCOL_08250	96.8	547.4	AEW86465.1	dTDP-4-dehydrorhamnose reductase; Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4-hexulose to yield dTDP-L-rhamnose.
1713	fig|6666666.1036479.peg.2036	1041826.FCOL_08245	99.1	665.6	AEW86464.1	NAD-dependent epimerase/dehydratase; COG0451 Nucleoside-diphosphate-sugar epimerases.
1714	fig|6666666.1036479.peg.2037	1041826.FCOL_08240	89.8	778.9	AEW86463.1	Putative colanic biosynthesis UDP-glucose lipid carrier transferase; COG2148 Sugar transferases involved in lipopolysaccharide synthesis.
1715	fig|6666666.1036479.peg.2038	1041826.FCOL_08235	98.4	485.7	AEW86462.1	Teichuronic acid biosynthesis; COG0463 Glycosyltransferases involved in cell wall biogenesis.
1716	fig|6666666.1036479.peg.2039	1041826.FCOL_08230	95.9	851.7	AEW86461.1	COG1541 Coenzyme F390 synthetase.
1717	fig|6666666.1036479.peg.2040	1041826.FCOL_08225	95.8	812.4	purD	COG0151 Phosphoribosylamine-glycine ligase; Belongs to the GARS family.
1719	fig|6666666.1036479.peg.2043	1041826.FCOL_08215	91.0	511.1	AEW86458.1	Hypothetical protein.
1720	fig|6666666.1036479.peg.2044	1041826.FCOL_08210	92.6	408.7	upp	COG0035 Uracil phosphoribosyltransferase.
1721	fig|6666666.1036479.peg.2045	1041826.FCOL_08205	95.3	633.6	AEW86456.1	Lipopolysaccharide core biosynthesis protein LpsA.
1722	fig|6666666.1036479.peg.2046	1041826.FCOL_08200	97.5	393.3	AEW86455.1	Hypothetical protein.
1723	fig|6666666.1036479.peg.2047	1041826.FCOL_08195	98.2	672.2	AEW86454.1	Heptosyltransferase involved in lipopolysaccharide core biosynthesis; COG0859 ADP-heptose:LPS heptosyltransferase.
1724	fig|6666666.1036479.peg.2048	1041826.FCOL_08190	96.9	677.9	AEW86453.1	Phenylacetic acid degradation NADH oxidoreductase PaaE; COG1018 Flavodoxin reductases (ferredoxin-NADPH reductases) family 1.
1725	fig|6666666.1036479.peg.2050	1041826.FCOL_08180	87.6	1370.5	AEW86451.1	Hypothetical protein; COG0457 FOG: TPR repeat.
1726	fig|6666666.1036479.peg.2054	1041826.FCOL_08160	92.3	729.2	atpB	ATP synthase F0, A subunit; Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane.
1727	fig|6666666.1036479.peg.2058	1041826.FCOL_08140	99.6	1010.0	atpA	F0F1 ATP synthase subunit alpha; Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit. Belongs to the ATPase alpha/beta chains family.
1728	fig|6666666.1036479.peg.2059	1041826.FCOL_08135	94.0	490.7	atpG	F0F1 ATP synthase subunit gamma; Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex.
1729	fig|6666666.1036479.peg.2061	1041826.FCOL_08125	91.9	646.4	AEW86440.1	4-hydroxythreonine-4-phosphate dehydrogenase; COG1995 Pyridoxal phosphate biosynthesis protein; Belongs to the PdxA family.
1730	fig|6666666.1036479.peg.2064	1041826.FCOL_08110	97.6	643.7	fabH-2	3-oxoacyl-(acyl carrier protein) synthase III; Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched-chain and/or straight-chain of fatty acids; Belongs to the thiolase-like superfamily. FabH family.
1731	fig|6666666.1036479.peg.2066	1041826.FCOL_08100	99.6	901.7	AEW86435.1	Biotin carboxylase; This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA.
1732	fig|6666666.1036479.peg.2067	1041826.FCOL_08095	98.2	790.8	AEW86434.1	Bleomycin hydrolase; COG3579 Aminopeptidase C; Belongs to the peptidase C1 family.
1733	fig|6666666.1036479.peg.2068	1041826.FCOL_08090	94.3	523.9	AEW86433.1	Hypothetical protein.
1734	fig|6666666.1036479.peg.2069	1041826.FCOL_08085	86.0	519.2	AEW86432.1	Hypothetical protein.
1736	fig|6666666.1036479.peg.2072	1041826.FCOL_08075	86.4	669.5	AEW86430.1	Hypothetical protein.
1737	fig|6666666.1036479.peg.2073	1041826.FCOL_08070	94.5	1644.4	AEW86429.1	COG1629 Outer membrane receptor proteins, mostly Fe transport.
1738	fig|6666666.1036479.peg.2074	1041826.FCOL_08065	99.1	443.4	AEW86428.1	Two-component system response regulatory protein involved in phosphate regulation; COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain.
1739	fig|6666666.1036479.peg.2075	1041826.FCOL_08060	97.5	523.1	AEW86427.1	Two-component system sensor histidine kinase involved in phosphate regulation; COG0642 Signal transduction histidine kinase.
1740	fig|6666666.1036479.peg.2077	1041826.FCOL_08050	89.3	660.2	AEW86425.1	COG1819 Glycosyl transferases, related to UDP-glucuronosyltransferase.
1741	fig|6666666.1036479.peg.2078	1041826.FCOL_07945	95.1	451.1	trmB	tRNA (guanine-N(7)-)-methyltransferase; Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA.
1742	fig|6666666.1036479.peg.2080	1041826.FCOL_07950	92.8	367.5	AEW86407.1	Putative amino-acid efflux protein.
1743	fig|6666666.1036479.peg.2082	1041826.FCOL_07960	95.2	696.8	AEW86409.1	ATP-binding Mrp/Nbp35 family protein; Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP; Belongs to the Mrp/NBP35 ATP-binding proteins family.
1744	fig|6666666.1036479.peg.2084	1041826.FCOL_07970	98.0	702.6	AEW86411.1	COG0492 Thioredoxin reductase.
1745	fig|6666666.1036479.peg.2085	1041826.FCOL_07975	86.0	452.6	AEW86412.1	Hypothetical protein; COG0697 Permeases of the drug/metabolite transporter (DMT) superfamily.
1746	fig|6666666.1036479.peg.2087	1041826.FCOL_07985	84.4	3600.4	AEW86414.1	Peptidase S8/S53 subtilisin kexin sedolisin; COG1404 Subtilisin-like serine proteases.
1747	fig|6666666.1036479.peg.2089	1041826.FCOL_07995	95.9	413.3	AEW86416.1	COG2197 Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain.
1748	fig|6666666.1036479.peg.2090	1041826.FCOL_08000	91.0	1000.7	AEW86417.2	Histidine kinase; COG0457 FOG: TPR repeat.
1749	fig|6666666.1036479.peg.2094	1041826.FCOL_08015	83.0	444.5	AEW86420.1	Metallophosphoesterase; COG0639 Diadenosine tetraphosphatase and related serine/threonine protein phosphatases.
1750	fig|6666666.1036479.peg.2101	1041826.FCOL_03750	98.9	1117.8	AEW85590.1	Rhs element Vgr protein; COG3501 Uncharacterized protein conserved in bacteria.
1751	fig|6666666.1036479.peg.2102	1041826.FCOL_03755	99.1	1101.3	AEW85591.1	Hypothetical protein.
1752	fig|6666666.1036479.peg.2103	1041826.FCOL_03760	99.5	387.1	AEW85592.1	Hypothetical protein.
1753	fig|6666666.1036479.peg.2106	1041826.FCOL_03765	68.5	293.9	AEW85593.1	Hypothetical protein.
1755	fig|6666666.1036479.peg.2111	1041826.FCOL_12845	87.9	696.8	AEW87364.2	COG0304 3-oxoacyl-(acyl-carrier-protein) synthase; Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.
1756	fig|6666666.1036479.peg.2113	1041826.FCOL_12855	91.2	1143.3	AEW87366.1	COG1629 Outer membrane receptor proteins, mostly Fe transport.
1757	fig|6666666.1036479.peg.2114	1041826.FCOL_12855	89.2	512.3	AEW87366.1	COG1629 Outer membrane receptor proteins, mostly Fe transport.
1758	fig|6666666.1036479.peg.2115	1041826.FCOL_12860	92.6	1011.9	AEW87367.1	Putative lipoprotein.
1759	fig|6666666.1036479.peg.2116	1041826.FCOL_12865	99.0	976.1	atpD	F0F1 ATP synthase subunit beta; Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits; Belongs to the ATPase alpha/beta chains family.
1760	fig|6666666.1036479.peg.2120	1041826.FCOL_12880	93.5	614.8	AEW87371.1	8-amino-7-oxononanoate synthase; COG0156 7-keto-8-aminopelargonate synthetase and related enzymes.
1761	fig|6666666.1036479.peg.2121	1041826.FCOL_12885	95.7	1418.3	AEW87372.1	ATPase AAA; COG0507 ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member.
1762	fig|6666666.1036479.peg.2123	1041826.FCOL_12895	93.9	544.7	AEW87374.1	COG0697 Permeases of the drug/metabolite transporter (DMT) superfamily.
1763	fig|6666666.1036479.peg.2124	1041826.FCOL_12900	88.6	610.5	AEW87375.2	COG1858 Cytochrome c peroxidase.
1764	fig|6666666.1036479.peg.2125	1041826.FCOL_12905	98.6	530.0	AEW87376.1	Hypothetical protein; COG1561 Uncharacterized stress-induced protein.
1765	fig|6666666.1036479.peg.2130	1041826.FCOL_12930	90.3	533.9	AEW87381.1	N-acetylmuramoyl-L-alanine amidase; COG3023 Negative regulator of beta-lactamase expression.
1766	fig|6666666.1036479.peg.2132	1041826.FCOL_12935	98.1	968.8	AEW87382.1	Putative nicotinate phosphoribosyltransferase; COG1488 Nicotinic acid phosphoribosyltransferase; Belongs to the NAPRTase family.
1767	fig|6666666.1036479.peg.2133	1041826.FCOL_12950	95.8	503.1	AEW87385.1	Metallophosphoesterase; COG0639 Diadenosine tetraphosphatase and related serine/threonine protein phosphatases.
1769	fig|6666666.1036479.peg.2137	1041826.FCOL_12955	95.6	354.8	kptA	Phosphotransferase KptA/Tpt1; Removes the 2'-phosphate from RNA via an intermediate in which the phosphate is ADP-ribosylated by NAD followed by a presumed transesterification to release the RNA and generate ADP-ribose 1''-2''- cyclic phosphate (APPR>P). May function as an ADP-ribosylase.
